name,selling_price
Hyundai Creta 1.6 CRDi SX Option,1000000
Mahindra Scorpio LX,450000
Hyundai Xcent 1.2 CRDi E,500000
Honda Amaze S Diesel BSIV,700000
Maruti Alto LXi,135000
Mahindra Scorpio LX,430000
Hyundai Verna 1.6 SX CRDi (O),625000
Nissan Sunny XL,280000
Mahindra Scorpio 1.99 S6 Plus,800000
Maruti Ritz VDi,220000
Maruti Ignis 1.2 Alpha BSIV,620000
Tata Safari DICOR 2.2 EX 4x2,300000
Maruti Alto LX,180000
Volkswagen Polo Diesel Highline 1.2L,250000
Maruti Swift Dzire LXI,480000
Ford EcoSport 1.5 Petrol Titanium BSIV,885000
Mahindra KUV 100 D75 K8,550000
Maruti Swift Dzire ZDI Plus,800000
Hyundai Santro Xing GLS,180000
Maruti Estilo LXI,200000
Hyundai i20 Sportz 1.4 CRDi,380000
Tata Tiago NRG Petrol AMT,520000
Maruti Alto LX,90000
Maruti Wagon R VXI BS IV,330000
Maruti 800 DX,40000
Chevrolet Enjoy TCDi LS 8 Seater,370000
Honda City V MT,290000
Hyundai EON Magna Plus,215000
Tata Hexa XT,1282000
Toyota Innova 2.5 GX 8 STR,610000
Hyundai i20 Asta 1.4 CRDi,380000
Mahindra Scorpio 1.99 S10,1250000
Hyundai Verna 1.6 CRDI,400000
Hyundai i20 Petrol CVT Asta,700000
Renault Duster 110PS Diesel RxZ,650000
Tata Nano Twist XT,95000
Mahindra XUV500 W10 2WD,1147000
Hyundai Santro Xing GL,150000
Maruti Alto LX BSIII,120000
Hyundai Santro AT CNG,130000
Ford Fiesta EXi 1.4 TDCi Ltd,180000
Ford Fiesta Classic 1.4 Duratorq LXI,325000
Ford EcoSport 1.5 TDCi Titanium BSIV,550000
Ford EcoSport 1.5 TDCi Signature BSIV,950000
Ford Ecosport 1.5 DV5 MT Titanium Optional,500000
Ford Aspire Titanium Diesel BSIV,725000
Ford Figo Aspire Titanium,500000
Mahindra Verito 1.5 D2 BSIII,180000
Hyundai i20 2015-2017 Magna 1.4 CRDi,650000
Maruti Swift VDi BSIII W/ ABS,285000
Mahindra Verito 1.5 D2 BSIII,210000
Ford Fiesta Classic 1.4 Duratorq CLXI,200000
Volkswagen Vento Diesel Highline,295000
Honda City 2017-2020 GXi,160000
Maruti Celerio VXI AT,450000
Datsun GO Plus A,385000
Ford Fiesta Classic 1.4 Duratorq LXI,350000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Maruti Swift Dzire LDI,558000
Hyundai Santro Xing GLS,165000
Hyundai i20 Sportz 1.4 CRDi,300000
Hyundai Santro Magna BSIV,500000
Mahindra XUV500 W8 4WD,900000
BMW X5 3.0d,830000
BMW 5 Series 520d Sedan,890000
Skoda Rapid 1.5 TDI Ambition,640000
Mahindra Scorpio S10 7 Seater,900000
Chevrolet Enjoy TCDi LTZ 7 Seater,450000
Maruti Ciaz 1.3 Alpha,825000
Tata Aria Pleasure 4x2,500000
Mahindra KUV 100 mFALCON G80 K6 AW,325000
Renault Duster 110PS Diesel RxL,450000
Honda WR-V i-VTEC VX,675000
Tata Zest Revotron 1.2 XT,415000
Hyundai Creta 1.4 CRDi S,1100000
Volkswagen Ameo 1.2 MPI Comfortline,500000
Mahindra Bolero 2011-2019 ZLX,509999
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,200000
Maruti 800 AC BSIII,60000
Hyundai Verna 1.6 CRDI,500000
Tata Indica V2 DLE BSII,45000
Renault KWID RXT,270000
Hyundai i20 Active 1.2 S,550000
Renault KWID 1.0 RXT Optional,235000
Hyundai i20 1.2 Spotz,600000
Honda Jazz 1.5 VX i DTEC,525000
Maruti Swift VDI,325000
Maruti Swift Dzire ZDI,420000
Maruti Alto K10 LXI,229999
Maruti Swift Dzire ZDI,375000
Mahindra Scorpio VLX 2WD BSIV,750000
Tata Tiago 1.2 Revotron XZ,400000
Mahindra XUV500 W6 2WD,600000
Hyundai Santro Xing XK eRLX Euro II,110000
Maruti 800 AC,45000
Mahindra Bolero Pik-Up CBC 1.7T,722000
Tata Tiago 2019-2020 XZ,500000
Hyundai Verna CRDi SX ABS,250000
Skoda Rapid 1.5 TDI Ambition BSIV,950000
Nissan Sunny Diesel XV,375000
Maruti Swift Dzire ZDI,780000
Hyundai Santro Asta BSIV,575000
Hyundai i20 1.2 Spotz,563000
Tata Tiago 1.2 Revotron XZ,450000
Toyota Innova Crysta 2.4 ZX AT,2300000
Maruti 800 AC,80000
Hyundai i20 Asta 1.4 CRDi (Diesel),320000
Honda Civic 1.8 V MT,375000
Maruti Eeco 5 Seater AC BSIV,400000
Mahindra Xylo E8 ABS Airbag,600000
Renault KWID 1.0 RXT Optional,315000
BMW 3 Series 320d Highline,1100000
Maruti Swift Dzire VDi,350000
Maruti Eeco 5 Seater AC BSIV,375000
Toyota Innova 2.5 GX (Diesel) 8 Seater,1050000
Ford Ikon 1.8 D,130000
Maruti Celerio VXI,350000
Hyundai Santro Xing GL CNG,170000
Maruti Wagon R LX Minor,120000
Mahindra XUV500 W6 2WD,819999
Hyundai i20 1.2 Asta Option,700000
Maruti Celerio ZXI Optional AMT BSIV,451999
Hyundai Grand i10 Magna,500000
Toyota Innova 2.5 VX (Diesel) 8 Seater,1250000
Mahindra TUV 300 T8,500000
Maruti Swift VDI BSIV,490000
Maruti Swift Dzire ZDi,200000
Maruti Wagon R VXI BSIII,240000
Hyundai i20 1.2 Spotz,655000
Hyundai i20 Active 1.2 SX,620000
Maruti Swift VXI Windsong Limited edition,450000
Maruti Wagon R LXI BS IV,310000
Maruti Alto LXi,150000
Chevrolet Beat Diesel LT,180000
Tata Indica Vista TDI LS,150000
Ford Figo Diesel EXI,160000
Mahindra Scorpio EX,600000
Skoda Rapid 1.6 TDI Ambition Plus Alloy,380000
Tata Indigo LX,120000
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,350000
Tata Indigo TDI,135000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,610000
Volkswagen Polo 1.5 TDI Comfortline,260000
Hyundai Xcent 1.2 VTVT S,500000
Renault KWID 1.0,220000
Honda Civic 1.8 S MT,121000
Tata Indigo CS eLX BS IV,350000
Audi Q3 35 TDI Quattro Technology,2200000
Hyundai i20 1.4 CRDi Asta,280000
Tata Nexon 1.2 Revotron XZ Plus,919999
Hyundai i20 1.4 CRDi Asta,320000
Ford Figo Diesel LXI,140000
Maruti SX4 VDI,310000
Maruti 800 EX 5 Speed,65000
Chevrolet Enjoy TCDi LTZ 7 Seater,300000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Mahindra XUV500 W8 2WD,575000
Tata Xenon XT EX 4X2,440000
Maruti Swift VDI,380000
Tata Manza Aura (ABS) Safire,140000
Tata Zest Quadrajet 1.3 75PS XE,475000
Mahindra Xylo D2,200000
Maruti Swift Ldi BSIV,400000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,425000
Hyundai Santro LP zipPlus,68000
Honda Amaze Anniversary Edition,509999
Hyundai i10 Era 1.1 iTech SE,275000
Chevrolet Enjoy 1.3 TCDi LTZ 7,650000
Jeep Compass 2.0 Longitude Option BSIV,1850000
Renault Duster 4x4,650000
Fiat Punto EVO 1.3 Emotion,360000
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,650000
Land Rover Range Rover Evoque 2.2L Pure,2000000
Chevrolet Enjoy 1.3 TCDi LTZ 7,675000
Maruti 800 AC,50000
Maruti Wagon R VXI Opt 1.2,445000
Hyundai Elite i20 Sportz Plus Diesel,750000
Maruti Swift VDI,425000
Peugeot 309 GLD,57000
Hyundai i20 1.4 Asta Option,850000
Maruti Wagon R VXI BS IV,400000
Tata Indica V2 eLX,200000
Honda Amaze SX i-DTEC,550000
Honda Brio V MT,250000
Maruti Alto 800 LXI,206000
Hyundai EON Magna Plus,290000
Tata Nano Lx BSIV,45000
Mahindra XUV300 W8 Option Diesel BSIV,1200000
Nissan Sunny Diesel XL,220000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,515000
Maruti Alto LX,170000
Maruti Swift Vdi BSIII,260000
Volkswagen Vento Diesel Highline,315000
Maruti Alto K10 2010-2014 VXI,225000
Volkswagen Jetta 2.0L TDI Comfortline,420000
Mahindra Scorpio VLX 4WD AIRBAG BSIV,525000
Maruti Swift AMT ZDI,670000
Nissan Sunny Diesel XL,220000
Ford Figo Diesel Celebration Edition,250000
Maruti Swift Dzire VDi,229999
Maruti Swift Dzire VDi,229999
Honda Amaze EX i-Vtech,300000
Maruti A-Star Vxi,165000
Tata New Safari DICOR 2.2 EX 4x4 BS IV,295000
Hyundai Verna 1.6 CRDI,360000
Hyundai Verna 1.6 CRDI,380000
Renault KWID 1.0 RXT 02 Anniversary Edition,300000
Mahindra Scorpio 2.6 Turbo 9 Str,320000
Datsun GO Plus T BSIV,325000
Tata Manza Aqua Quadrajet BS IV,160000
Mahindra Bolero Power Plus SLE,630000
Maruti Swift VXI,600000
Maruti Alto 800 VXI,229999
Maruti Swift ZDi,440000
Chevrolet Spark 1.0 LT,90000
Maruti Ciaz VDI SHVS,750000
Honda City V MT,330000
Maruti Ciaz ZDi Plus SHVS,715000
Skoda Fabia 1.2 TDI Active Plus,250000
Maruti Zen Estilo 1.1 LX BSIII,120000
Ford Ikon 1.6 Nxt,100000
Skoda Rapid 1.5 TDI AT Style BSIV,850000
Hyundai Xcent 1.2 CRDi E Plus,450000
Volkswagen Polo Diesel Trendline 1.2L,240000
Hyundai Santro GLS I - Euro I,30000
Maruti Swift Dzire VDI,600000
Chevrolet Enjoy 1.3 TCDi LS 7,280000
Hyundai Verna 1.6 SX,465000
Maruti Alto 800 LXI,350000
Hyundai i10 Magna 1.2 iTech SE,325000
Tata Indica V2 DLS TC,50000
Maruti Alto LXi BSIII,110000
Tata Indigo eCS LX BSIV,220000
Mahindra Bolero 2011-2019 SLE BSIII,515000
Maruti Ciaz 1.4 Sigma,750000
Hyundai EON Sportz,350000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,488999
Maruti Alto 800 LXI,300000
Maruti Baleno Alpha 1.3,650000
Maruti A-Star Vxi,250000
Maruti Alto 800 LXI,200000
Mahindra Scorpio S10 7 Seater,950000
Tata Indigo eCS LX BSIV,200000
Hyundai EON 1.0 Era Plus,276000
Hyundai EON Magna Plus,250000
Maruti Alto LX,95000
Tata Indigo CR4,200000
Hyundai Verna 1.6 SX,450000
Mahindra XUV500 W6 2WD,900000
Tata Indigo CS LX (TDI) BS III,200000
Hyundai i10 Sportz,200000
Mahindra Bolero 2011-2019 SLE,370000
Tata Indigo CS GLX BS III,250000
Renault KWID RXT,290000
Maruti Ertiga SHVS VDI,900000
Ford Figo Diesel Celebration Edition,325000
Hyundai Grand i10 Magna,425000
Renault KWID RXT,315000
Maruti Alto K10 VXI,300000
Hyundai i10 Sportz,325000
Hyundai Creta 1.4 CRDi S,900000
Hyundai Creta 1.4 CRDi S Plus,950000
Volkswagen Vento Diesel Trendline,320000
Volkswagen Ameo 1.0 MPI Trendline,500000
Ford Figo Petrol LXI,290000
Tata Nano Lx BSIV,60000
Maruti A-Star Vxi,120000
Honda City i-DTEC VX,850000
Toyota Innova Crysta 2.4 GX MT BSIV,1750000
Honda City i DTEC V,600000
Volkswagen Polo 1.5 TDI Highline,620000
Maruti Alto LXi BSIII,150000
Hyundai Santro Xing GL,150000
Tata Indigo Grand Petrol,135000
Tata Indica Vista Terra 1.4 TDI,200000
Maruti Ciaz ZDi,730000
Toyota Innova 2.5 G (Diesel) 8 Seater,800000
Mahindra Xylo E8,300000
Ford Figo Diesel Titanium,190000
Honda Civic 1.8 V MT Inspire,350000
Hyundai Xcent 1.1 CRDi S,509999
Maruti Ertiga LDI,400000
Toyota Innova 2.5 VX (Diesel) 7 Seater,800000
Tata Manza Club Class Quadrajet90 LS,250000
Hyundai Creta 1.6 CRDi SX,930000
Maruti Vitara Brezza ZDi Plus Dual Tone,720000
Ford Figo Petrol EXI,225000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000
Hyundai i20 Active 1.2,530000
Hyundai i20 Magna 1.2,470000
Mahindra Bolero Power Plus Plus AC BSIV PS,650000
Tata Safari Storme LX,540000
Maruti Swift VDI BSIV,459999
Renault KWID RXL,325000
Maruti Omni MPI STD BSIV,240000
Mahindra KUV 100 mFALCON G80 K2,400000
Maruti Alto LXI,70000
Maruti Swift Dzire VXi,250000
Toyota Innova 2.5 G (Diesel) 8 Seater,910000
Maruti Swift Dzire VDI,720000
Maruti Swift Dzire ZDI,590000
Chevrolet Tavera Neo 3 10 Seats BSIII,434000
Mahindra Bolero DI BSIII,145000
Mahindra KUV 100 G80 K4 Plus 5Str,445000
Hyundai Santro Xing GL Plus LPG,191000
Ford Figo Aspire 1.5 TDCi Titanium,372000
Maruti Wagon R LXI,65000
Hyundai Santro GLS I - Euro II,150000
Ford Figo Diesel LXI,300000
Mahindra Scorpio 2.6 DX,125000
Tata Tigor 1.2 Revotron XZ Option,520000
Maruti Alto 800 LXI,190000
Datsun RediGO 1.0 S,310000
Toyota Innova 2.5 VX 8 STR BSIV,750000
Mahindra TUV 300 mHAWK100 T8 AMT,750000
Maruti Alto K10 VXI,350000
Maruti Alto 800 VXI,360000
Renault KWID RXE,285000
Maruti Alto 800 LX,160000
Datsun GO Plus D,229999
Maruti Alto LXi,85000
Datsun RediGO 1.0 S,300000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,675000
Mahindra Scorpio 2009-2014 SLE 7S BSIII,700000
Mahindra Scorpio 2.6 Turbo 7 Str,400000
Renault KWID RXT,254999
Mahindra Scorpio S10 7 Seater,1050000
Maruti Swift Dzire VDI,390000
Toyota Etios Liva GD,450000
Toyota Innova Crysta 2.8 GX AT BSIV,1630000
Maruti Vitara Brezza VDi Option,725000
Tata Safari Storme LX,466000
Ford Figo 1.2P Ambiente MT,370000
Maruti Zen Estilo 1.1 VXI BSIII,150000
Maruti Celerio ZXI Optional,483000
Hyundai Grand i10 Magna,470000
Maruti Vitara Brezza ZDi Plus Dual Tone,950000
Hyundai Verna 1.6 VTVT,450000
Toyota Etios VX,345000
Maruti A-Star Vxi,300000
Maruti Zen Estilo VXI BSIII,160000
Maruti 800 AC BSIII,120000
Tata Zest Revotron 1.2 XT,500000
Mahindra XUV500 W9 2WD,1350000
Hyundai Grand i10 1.2 CRDi Asta,455000
Hyundai EON Era Plus,165000
Maruti Swift VXI Optional,470000
Maruti Swift VXI Deca,470000
Jeep Compass 1.4 Sport,1520000
Maruti Alto K10 VXI,229999
Mahindra Bolero 2011-2019 DI NON AC BS III White,250000
Mahindra XUV500 W10 2WD,1350000
Hyundai Santro Xing GLS,220000
Hyundai Xcent 1.1 CRDi S,360000
Maruti Alto K10 VXI,350000
Hyundai Verna 1.6 SX CRDi (O),500000
Chevrolet Beat Diesel LT,145000
Chevrolet Sail Hatchback 1.2,300000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),180000
Hyundai Accent GLE,180000
Mahindra Bolero GLX,200000
Maruti Swift Dzire VDI,530000
Renault Duster 110PS Diesel RxL,620000
Toyota Etios G,360000
Hyundai Santro Xing GLS,245000
Maruti Swift VDI BSIV,370000
Ford Ikon 1.6 Really Sport,130000
Maruti Esteem LX - BSIII,70000
Maruti Esteem LX - BSIII,70000
Ford Fiesta 1.5 TDCi Titanium,650000
Maruti Swift VXI,610000
Maruti Alto K10 VXI,300000
Hyundai Grand i10 CRDi Magna,425000
Hyundai Verna 1.6 SX CRDi (O),450000
Hyundai Verna 1.6 CRDI,450000
Hyundai i10 Sportz AT,340000
Maruti Ertiga LDI Option,650000
Tata Indigo CS LS (TDI) BS III,160000
Tata Indica Vista TDI LS,250000
Chevrolet Beat Diesel LT,225000
Tata Indica V2 2001-2011 DLS BSIII,55000
Maruti 800 AC,42000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),250000
Hyundai Tucson CRDi,282000
Tata Indica V2 DLS TC,80000
Maruti Swift Dzire VXI,500000
Ford Figo Aspire 1.5 TDCi Ambiente,500000
Maruti Swift VDI,400000
Mahindra Bolero 2011-2019 SLX,550000
Tata New Safari Dicor LX 4X2 BS IV,200000
Hyundai i10 Sportz,280000
Maruti Swift Dzire VDI,580000
Tata Manza Aura (ABS) Quadrajet,100000
Mahindra Scorpio EX,550000
Mahindra TUV 300 T4 Plus,700000
Tata Manza Aqua Safire,150000
Hyundai EON Magna Plus,190000
Mahindra Bolero 2011-2019 SLE,500000
Maruti Swift VDI BSIV,640000
Skoda Fabia 1.2L Diesel Elegance,340000
Hyundai Elite i20 Asta Option Diesel,811000
Maruti Ritz LDi,409999
Maruti Swift Lxi BSIII,220000
Tata Indica V2 DLS BSIII,170000
Hyundai Elite i20 Petrol Asta Option,700000
Mahindra Scorpio S10 4WD,950000
Hyundai Accent GLS 1.6 ABS,80000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Maruti Swift Dzire VDI,420000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,899000
Datsun GO T Petrol,459999
Hyundai Verna CRDi SX ABS,150000
Renault KWID 1.0 RXT Optional,350000
Toyota Etios GD,509999
Mahindra Bolero 2011-2019 Plus Non AC,500000
Tata Zest Revotron 1.2 XT,370000
Maruti Alto K10 2010-2014 VXI,240000
Hyundai i20 Asta 1.4 CRDi,530000
Mahindra Scorpio S10 7 Seater,1000000
Toyota Innova Crysta 2.4 VX MT BSIV,1600000
Hyundai i10 Sportz,350000
Mahindra XUV500 AT W10 FWD,1100000
Hyundai i20 1.2 Magna,220000
Hyundai Grand i10 Sportz,350000
Maruti Swift LDI,370000
Maruti Swift Dzire VXi,220000
Chevrolet Sail Hatchback LT ABS,200000
Mahindra KUV 100 mFALCON D75 K4,400000
Fiat Grande Punto 1.4 Emotion,150000
Toyota Innova Crysta 2.7 GX AT 8 STR,1500000
Maruti Omni 5 Seater BSIV,130000
Maruti Alto 800 LXI,185000
Hyundai Santro Xing (Non-AC),110000
Mahindra Bolero 2011-2019 SLX,450000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000
Ford EcoSport 1.5 Petrol Ambiente BSIV,570000
Mahindra XUV500 W6 2WD,650000
Toyota Fortuner 3.0 Diesel,1680000
Datsun RediGO T Option,250000
Hyundai i10 Sportz,320000
Maruti Wagon R AMT VXI,440000
Hyundai i20 Sportz 1.2,315000
Hyundai Santro Xing ABS,100000
Tata Manza Aura Quadrajet,202999
Hyundai EON Era,179000
Hyundai i10 Magna 1.2 iTech SE,140000
Maruti Zen Estilo 1.1 LXI BSIII,150000
Mahindra Bolero SLX,440000
Ford Figo Diesel EXI,250000
Maruti Wagon R VXI BS IV,330000
Ford Figo Petrol ZXI,250000
Hyundai i20 Magna,335000
Mahindra XUV500 W4,1025000
Hyundai i20 1.2 Magna,320000
Maruti Ciaz RS ZXi Plus,550000
Honda WR-V i-DTEC VX,800000
Tata Tiago 1.2 Revotron XZ,380000
Renault Duster 85PS Diesel RxL Optional,400000
Maruti Wagon R VXI BS IV,375000
Honda City i-VTEC CVT ZX,1100000
Hyundai i20 1.2 Spotz,650000
Nissan Micra XV CVT,361000
Hyundai EON D Lite Plus,140000
Hyundai Xcent 1.2 VTVT S,550000
Honda Amaze VX Petrol BSIV,670000
Maruti Vitara Brezza ZDi Plus,880000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000
Chevrolet Cruze LTZ,300000
Honda City i-VTEC CVT VX,1150000
Chevrolet Cruze LTZ AT,450000
Maruti Eeco CNG 5 Seater AC BSIV,375000
Maruti Ertiga BSIV VXI,600000
Toyota Innova 2.5 V Diesel 8-seater,700000
Hyundai Xcent 1.2 CRDi S,600000
Mahindra Xylo H9,630000
Maruti Ciaz ZXi,590000
Hyundai Santro Era,420000
Mitsubishi Pajero Sport 4X4 Dual Tone,1950000
Tata New Safari Dicor EX 4X2 BS IV,541000
Toyota Innova 2.5 G (Diesel) 7 Seater,900000
Toyota Innova 2.5 G (Diesel) 7 Seater,900000
Tata Manza Aura Quadrajet,250000
Mahindra Bolero 2011-2019 SLE,670000
Tata Tigor 2017-2020 XZ Plus,530000
Chevrolet Beat Diesel LT,150000
Mahindra XUV500 W8 2WD,550000
Mahindra Scorpio 1.99 S4 Plus,650000
Tata Indica Vista TDI LX,180000
Mahindra Thar 4X4,585000
Hyundai i20 Magna,345000
Maruti Swift VDI,350000
Honda BRV i-VTEC V MT,725000
Tata Venture EX 7 Str,250000
Maruti 800 AC,45000
Toyota Innova 2.5 E Diesel MS 8-seater,409999
Renault KWID 1.0 RXT Optional,325000
Maruti Alto K10 VXI,350000
Maruti Alto LXi,180000
Fiat Linea Emotion,150000
Maruti Dzire ZXI,700000
Maruti Ciaz ZDi Plus SHVS,795000
Mahindra Thar CRDe,950000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,885000
Maruti Ritz LDi,160000
Hyundai i20 1.4 CRDi Asta,300000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,950000
Maruti Ertiga VDI,549000
Audi A3 35 TDI Premium Plus,3000000
Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000
Renault Fluence Diesel E4,570000
Mahindra Thar CRDe,800000
Hyundai Verna CRDi SX ABS,375000
Mahindra Bolero SLX,300000
Toyota Etios G,350000
Mahindra Bolero SLX,400000
Volkswagen Polo 1.5 TDI Comfortline,434999
Toyota Etios Liva G,200000
Maruti Alto 800 LXI,260000
Maruti Swift VDI,450000
Hyundai Verna 1.6 SX,459999
Maruti Ritz VDi ABS,210000
Maruti Swift Dzire VXI,540000
Maruti Ertiga SHVS VDI,710000
Maruti Alto 800 VXI,285000
Hyundai Creta 1.4 E Plus,990000
Tata Indigo CS eGLS BS IV,362000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,880000
Mahindra TUV 300 mHAWK100 T8,700000
Mahindra Bolero 2011-2019 DI - AC BS III,600000
Nissan Terrano XL,700000
Tata Tiago 1.05 Revotorq XT,400000
Hyundai Accent Executive LPG,165000
Toyota Innova 2.5 V Diesel 8-seater,350000
Maruti Ertiga VXI,425000
Hyundai Santro Xing GL Plus,180000
Maruti Alto K10 2010-2014 VXI,170000
Mahindra Bolero 2011-2019 DI NON AC BS III White,370000
Maruti Vitara Brezza VDi,800000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000
Maruti Swift VDI,390000
Maruti Swift Dzire VDI,445000
Maruti Swift Dzire VDI,459999
Maruti Wagon R LXI DUO BS IV,275000
Maruti Ritz VDi,200000
Maruti Swift Dzire 1.2 Lxi BSIV,350000
Tata New Safari 4X4 EXI BSIII,95000
Toyota Etios GD,550000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,900000
Tata Sumo Gold GX,350000
Nissan Micra XV CVT,325000
Hyundai Grand i10 Asta,455999
Maruti Alto STD,129000
Maruti Alto 800 LXI,254000
Ford Ecosport 1.5 Diesel Trend,570000
Nissan Terrano XL D Option,840000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,235000
Mahindra TUV 300 T6,700000
Hyundai Santro Xing ABS,140000
Hyundai Grand i10 1.2 Kappa Sportz Option,528000
Jeep Compass 2.0 Limited Option,1500000
Mahindra Bolero 2011-2019 DI - AC BS III,560000
Mahindra Bolero 2011-2019 DI - AC BS III,600000
Chevrolet Aveo U-VA 1.2 LS,102000
Mahindra XUV500 W8 AWD,750000
Chevrolet Aveo U-VA 1.2,148000
Maruti Baleno Alpha 1.2,650000
Volkswagen Polo Petrol Trendline 1.2L,310000
Hyundai Xcent 1.2 Kappa S,480000
Maruti Alto 800 VXI,320000
Honda City i VTEC VX,750000
Nissan Micra Active XL Petrol,370000
Maruti Swift ZXI,320000
Maruti Swift ZXI,420000
Maruti Swift Dzire VXi,240000
Datsun RediGO 1.0 S,220000
Tata Tiago 1.2 Revotron XM,350000
Honda Amaze VX i-DTEC,675000
Toyota Etios Cross 1.2L G,434999
Honda CR-V 2.0L 2WD AT,125000
Mahindra KUV 100 mFALCON G80 K6 AW,400000
Chevrolet Tavera Neo 3 9 Str BSIII,425000
Maruti Ritz Genus VDi,311000
Chevrolet Tavera Neo 3 10 Seats BSIII,509999
Ford Figo 1.5D Trend MT,530000
Skoda Octavia Rider 1.9 AT TDI,210000
Mahindra Marazzo M2 8Str BSIV,977000
Maruti Wagon R VXI BS IV,440000
Maruti Wagon R VXI BS IV,440000
Hyundai i20 1.2 Spotz,655000
Renault KWID RXT Optional,295000
Hyundai i20 1.2 Spotz,655000
Hyundai Getz 1.1 GLE,65000
Tata Hexa XT,1200000
Tata Hexa XM,1251000
Tata Indigo CS eLX BS IV,200000
Hyundai i20 Active 1.4 SX with AVN,750000
Maruti Wagon R LXI CNG,400000
Honda Amaze E i-VTEC,475000
Tata Indigo VS,110000
